primary_key,name,indication,symptoms
DB00312,Pentobarbital,For the short-term treatment of insomnia.,"['5-Ethyl-5-(1-methyl-butyl)-pyrimidine-2,4,6-trione', '5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione', '5-ethyl-5-(1-methylbutyl)barbituric acid', '5-ethyl-5-(sec-pentyl)barbituric acid', 'Pentobarbital', 'Pentobarbitone']"
DB00313,Valproic Acid,"**Indicated** for:[Label] 

1) Use as monotherapy or adjunctive therapy in the management of complex partial seizures and simple or complex absence seizures. 

2) Adjunctive therapy in the management of multiple seizure types that include absence seizures. 

3) Prophylaxis of migraine headaches.

4) Acute management of mania associated with bipolar disorder.


**Off-label** uses include:
 
1) Maintenance therapy for bipolar disorder.[A177919]

2) Treatment for acute bipolar depression.[A177928,A177931,A177934]

3) Emergency treatment of status epilepticus.[A177955]","['2-n-propyl-n-valeric acid', '2-propyl-pentanoic acid', '2-Propylpentanoic Acid', '2-Propylvaleric Acid', '4-heptanecarboxylic acid', 'di-n-propylacetic acid', 'Dipropylacetic acid', 'DPA', 'n-DPA', 'Valproate', 'Valproic Acid', 'VPA']"
DB00314,Capreomycin,Used in the treatment of tuberculosis in combination with other drugs.,['Capreomycin']
DB00315,Zolmitriptan,For the acute treatment of adult migraine with or without auras.,"['(S)-4-({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one', '4-[[3-(2-dimethylaminoethyl)-1H-indol-5-yl]methyl]oxazolidin-2-one']"
DB00316,Acetaminophen,"In general, acetaminophen is used for the treatment of mild to moderate pain and reduction of fever [F4124].   It is available over the counter in various forms, the most common being oral forms.

Acetaminophen _injection_ is indicated for [FDA label]:

 Management of mild to moderate pain

 Management of moderate to severe pain with adjunctive opioid
analgesics

 Reduction of fever


Because of its low risk of causing allergic reactions, this drug can be administered in patients who are intolerant to salicylates and those with allergic tendencies, including bronchial asthmatics [F4124]. Specific dosing guidelines should be followed when administering acetaminophen to children [L5780].","['4-(Acetylamino)phenol', '4-acetamidophenol', ""4'-hydroxyacetanilide"", 'Acenol', 'APAP', 'N-acetyl-p-aminophenol', 'p-acetamidophenol', 'p-acetaminophenol', 'p-Acetylaminophenol', 'p-hydroxy-acetanilid', 'p-hydroxyacetanilide', 'p-hydroxyphenolacetamide']"
DB00317,Gefitinib,For the continued treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of either platinum-based or docetaxel chemotherapies.,"[""4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline"", 'Gefitinib', 'N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine']"
DB00318,Codeine,"Codeine sulfate is a form of this drug that is commonly used. It is available in tablet form [FDA label] and indicated for the relief of mild to moderately severe pain, where the use of an opioid analgesic is appropriate [FDA label].  

The solution form is used by itself or combined in a syrup with other drugs and is used as a cough suppressant in adults aged 18 and above [L5521], [L5524].","['(-)-Codeine', '(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol', '7,8-didehydro-4,5a-epoxy-3-methoxy-17-methylmorphinan-6a-ol', 'Codeine anhydrous', 'Codeine polistirex', 'Codeinum', 'L-Codeine', 'Methylmorphine', 'morphine 3-methyl ether', 'Morphine monomethyl ether', 'morphine-3-methyl ether', 'O3-Methylmorphine']"
DB00319,Piperacillin,For the treatment of polymicrobial infections.,"['(2S,5R,6R)-6-{[(2R)-2-{[(4-ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', 'Piperacillin', 'Piperacillin anhydrous', 'Piperacillina']"
DB00320,Dihydroergotamine,For the acute treatment of migraine headaches with or without aura and the acute treatment of cluster headache episodes.,"['(2R,4R,7R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),9,12,14-tetraene-4-carboxamide', ""5'-benzyl-12'-hydroxy-2'-methyl-3',6',18-trioxo-9,10-dihydroergotaman"", ""9,10-dihydro-12'-hydroxy-2'-methyl-5'-(phenylmethyl)ergotoman-3',6',18-trione"", '9,10-dihydroergotamine', 'Dihydroergotamine']"
DB00321,Amitriptyline,"This drug in indicated for the following conditions [FDA label]:

Major depressive disorder in adults

Management of neuropathic pain in adults

Prophylactic treatment of chronic tension-type headache (CTTH) in adults

Prophylactic treatment of migraine in adults

Treatment of nocturnal enuresis in children aged 6 years and above when organic pathology, including spina bifida and related disorders, have been excluded and no response has been achieved to all other non-drug and drug treatments, including antispasmodics and vasopressin-related products. This product should only be prescribed by a healthcare professional with expertise in the management of persistent enuresis [FDA label]

Off-label uses: irritable bowel syndrome, sleep disorders, diabetic neuropathy, agitation, fibromyalgia, and insomnia","['10,11-dihydro-5-(<U+03B3>-dimethylaminopropylidene)-5H-dibenzo(a,d)cycloheptene', '10,11-dihydro-N,N-dimethyl-5H-dibenzo(a,d)heptalene-<U+0394>5,<U+03B3>-propylamine', '3-(10,11-dihydro-5H-dibenzo(a,d)cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine', '3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N,N-dimethylpropan-1-amine', '5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptatriene', '5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptene', '5-(<U+03B3>-dimethylaminopropylidene)-5H-dibenzo[a,d][1,4]cycloheptadiene', 'Amitriptyline']"
DB00322,Floxuridine,"For palliative management of gastrointestinal adenocarcinoma metastatic to the liver, when given by continuous regional intra-arterial infusion in carefully selected patients who are considered incurable by surgery or other means. Also for the palliative management of liver cancer (usually administered by hepatic intra-arterial infusion).","['1-(2-Deoxy-beta-D-ribofuranosyl)-5-fluorouracil', ""1-beta-D-2'-Deoxyribofuranosyl-5-flurouracil"", ""1beta-D-2'-Deoxyribofuranosyl-5-flurouracil"", ""2'-Deoxy-5-fluorouridine"", '5-Fluoro-2-desoxyuridine', ""5-fluoro-2'-deoxyuridine"", '5-Fluorodeoxyuridine', ""5-Fluorouracil 2'-deoxyriboside"", '5-Fluorouracil deoxyriboside', '5FDU', ""beta-5-Fluoro-2'-deoxyuridine"", 'Deoxyfluorouridine', 'FdU', 'Floxuridine', 'Fluorodeoxyuridine', 'Fluoruridine deoxyribose']"
DB00323,Tolcapone,Used as an adjunct to levodopa/carbidopa therapy for the symptomatic treatment of Parkinson's Disease. This drug is generally reserved for patients with parkinsonian syndrome receiving levodopa/carbidopa who are experiencing symptom fluctuations and are not responding adequately to or are not candidates for other adjunctive therapies.,"['(3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone', ""3,4-dihydroxy-4'-methyl-5-nitrobenzophenone"", ""3,4-dihydroxy-5-nitro-4'-methylbenzophenone"", ""4'-methyl-3,4-dihydroxy-5-nitrobenzophenone"", 'Tolcapone']"
DB00324,Fluorometholone,"For the ophthalmic treatment of corticosteroid-responsive inflammation of the palpebral and bulbar conjunctiva, cornea and anterior segment of the globe.","['(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one', '9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione', 'Fluorometholone']"
DB00325,Nitroprusside,"For immediate reduction of blood pressure of patients in hypertensive crises, reduce bleeding during surgery, and for the treatment of acute congestive heart failure",['Nitroferricyanide']
DB00326,Calcium glucoheptonate,"For treatment of mild hypocalcemia due to neonatal tetany, tetany due to parathyroid deficiency or vitamin D deficiency, and alkalosis, as prophylaxis of hypocalcemia during exchange transfusions, in the treatment of intestinal malabsorption, and to replenish electrolytes.","['calcium (2<U+03BE>)-D-gluco-heptonate', 'calcium bis[(2<U+03BE>)-D-glycero-D-gulo-heptonate]', 'calcium bis[(2<U+03BE>)-D-glycero-D-ido-heptonate]', 'calcium bis[(3R,4S,5R,6R)-2,3,4,5,6,7-hexahydroxyheptanoate]', 'Calcium gluceptate', 'Calcium glucoheptonate', 'Calcium glucoheptonate (1:2)']"
DB00327,Hydromorphone,"Hydromorphone is indicated for the management of moderate to severe acute pain and severe chronic pain. Due to its addictive potential and overdose risk, hydromorphone is only prescribed when other first-line treatments have failed.[A176468]

The WHO has proposed a three-step ladder for the management of pain in which it is suggested to start with a non-opioid medication followed by addition of weak opioids to the non-opioid treatment for moderate pain and finishing in the use of strong opioids such as hydromorphone along with the existing regimen for cases of severe pain.[A176471]

Off-label, hydromorphone can be administered for the suppression of refractory cough.[A176468]","['(-)-(5R)-4,5-Epoxy-3-hydroxy-9a-methylmorphinan-6-one', '4,5-Epoxy-3-hydroxy-17-methylmorphinan-6-one', '4,5alpha-Epoxy-3-hydroxy-17-methyl-6-morphinanone', '6-Deoxy-7,8-dihydro-6-oxomorphine', '7,8-Dihydromorphinone', 'Dihydromorphinone', 'Dimorphone']"
DB00328,Indometacin,"Oral indometacin is indicated for symptomatic management of moderate to severe rheumatoid arthritis including acute flares of chronic disease, moderate to severe ankylosing spondylitis, moderate to severe osteoarthritis, acute painful shoulder (bursitis and/or tendinitis) and acute gouty arthritis.[A177871,L6778]
 
Intravenous indometacin is indicated to induce closure of a hemodynamically significant patent ductus arteriosus in premature infants weighing between 500 and 1750 g when after 48 hours usual medical management (e.g., fluid restriction, diuretics, digitalis, respiratory support, etc.) is ineffective.[F4600]","['{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid', '1-(p-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid', 'Indometacin', 'Indomethacin']"
DB00330,Ethambutol,"For use, as an adjunct, in the treatment of pulmonary tuberculosis.","[""(+)-2,2'-(ethylenediimino)di-1-butanol"", '(+)-ethambutol', ""(+)-N,N'-bis(1-(hydroxymethyl)propyl)ethylenediamine"", '(+)-S,S-ethambutol', '(2S,7S)-2,7-diethyl-3,6-diazaoctane-1,8-diol', '(S,S)-ethambutol', 'EMB', 'Ethambutol', 'S,S-Ethambutol']"
DB00331,Metformin,"**Metformin tablet**
 
Metformin is indicated as an adjunct to diet and exercise to increase glycemic control in _adults and pediatric patients_ 10 years of age and older diagnosed with type 2 diabetes mellitus [FDA label].

**Metformin extended-release tablet (XR)**

The extended-release form is indicated as an adjunct to diet and exercise to improve glycemic control in only _adults_ with type 2 diabetes mellitus. Safety in children has not been determined to this date [FDA label].","['1,1-Dimethylbiguanide', 'Dimethylbiguanid', 'Metformin', 'Metformine']"
DB00332,Ipratropium,"Inhaled ipratropium is indicated in combination with inhaled beta-agonist systemic corticosteroids for the management of severe exacerbations of asthma flares requiring treatment.[A176939]

Asthma exacerbations are characterized by a progressive increase in one or more of asthma symptoms accompanied by a decrease in expiratory flow.[L5900]

As a single agent, ipratropium was indicated for the symptomatic relief of rhinorrhea associated with the common cold or seasonal allergic rhinitis for patients 5 years or older. It does not alleviate nasal congestion nor sneezing.[FDA label]

Rhinorrhea refers to recurrent or chronic watery nasal discharge. This condition is debilitating and its pathogenesis and etiology is complex and not very well understood presenting very substantial cost burden.[L5903]

Additionally, ipratropium is indicated as a bronchodilator for maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease including chronic bronchitis and emphysema.[FDA label]

The chronic obstructive pulmonary disease includes a large number of conditions characterized by breathlessness. As this includes several conditions, the etiology, symptoms, and treatments are diverse.[L5906]

Ipratropium has also been studied to be used for the treatment of sialorrhea.[A176942]

Sialorrhea is a common symptom that accompanies different neurologic conditions and it is characterized by drooling or excessive salivation.[A176963]","['Ipratropium cation', 'Ipratropium ion']"
DB00333,Methadone,"For the treatment of dry cough, drug withdrawal syndrome, opioid type drug dependence, and pain.","['(+-)-Methadone', '(+/-)-Methadone', '(±)-methadone', '6-Dimethylamino-4,4-diphenyl-3-heptanone', 'dl-Methadone', 'Methadone']"
DB00334,Olanzapine,"Olanzapine was initially used orally and intramuscularly for the chronic treatment of schizophrenia in patients over 13 years old and other psychiatric disorders such as bipolar I disorder including mixed or manic episodes.[A177014] 

Olanzapine is also indicated, in combination with lithium or valproate for the short-term treatment of acute manic or mixed episodes associated with bipolar I disorder in adults.[FDA label]

As well, olanzapine is indicated, in combination with fluoxetine for the treatment of episodes of depression associated with bipolar disorder type 1 and treatment-resistant depression in patients over 10 years old.[A177014]

Olanzapine is also approved for the management of psychomotor agitation associated with schizophrenia and bipolar I mania.[FDA label]

Schizophrenia is a complex biochemical brain disorder that affects the person's ability to differentiate reality. It is usually observed as the presence of delusions, hallucinations, social withdrawal and disturbed thinking.[L5936]

Bipolar disorder is a mental health condition defined by periods of extreme mood disturbances. It is categorized in different types from which type 1 is known to involve episodes of severe mania and often depression while type 2 presents less severe forms of mania.[L5939]","['2-methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine', 'Olanzapin']"
DB00335,Atenolol,"**Indicated** for:[label]

1) Management of hypertension alone and in combination with other antihypertensives.

2) Management of angina pectoris associated with coronary atherosclerosis.

3) Management of acute myocardial infarction in hemodynamically stable patients with a heart rate greater than 50 beats per minutes and a systolic blood pressure above 100 mmHg.

**Off-label** uses include:

1) Secondary prevention of myocardial infarction.[A178156]

2) Management of heart failure.[A178153]

3) Management of atrial fibrillation.[A178141]

4) Management of supraventricular tachycardia.[A178162]

5) Management of ventricular arrythmias such as congenital long-QT and arrhythmogenic right ventricular cardiomyopathy.[A178168]

6) Management of symptomatic thyrotoxicosis in combination with [methimazole].[A178147]

7) Prophylaxis of migraine headaches.[A178171]

8) Management of alcohol withdrawal.[A178174,A178177]","['1-p-Carbamoylmethylphenoxy-3-isopropylamino-2-propanol', '2-(p-(2-Hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide', '4-(2-Hydroxy-3-((1-methylethyl)amino)propoxy)benzeneacetamide', 'Atenolol']"
DB00336,Nitrofural,"For the treatment of bacterial skin infections including pyodermas, infected dermatoses and infections of cuts, wounds, burns and ulcers due to susceptible organisms.","['5-Nitro-2-furaldehyde semicarbazone', 'Furacilin', 'Nitrofural']"
DB00337,Pimecrolimus,For treatment of mild to moderate atopic dermatitis.,"['33-Epi-chloro-33-desoxyascomycin', 'Pimecrolimus']"
