"primary_key","category_Categories","mesh-id_Categories"
"DB00434","Antidepressive Agents","D000928"
"DB00434","Antihistamines for Systemic Use",NA
"DB00434","Antipruritics","D000982"
"DB00434","Benzocycloheptenes","D001567"
"DB00434","Central Nervous System Depressants","D002492"
"DB00434","Dermatologicals","D003879"
"DB00434","Dibenzocycloheptenes","D003986"
"DB00434","Gastrointestinal Agents","D005765"
"DB00434","Histamine Agents","D018494"
"DB00434","Histamine Antagonists","D006633"
"DB00434","Histamine H1 Antagonists","D006634"
"DB00434","Miscellaneous Derivatives",NA
"DB00434","Muscarinic Antagonists","D018727"
"DB00434","Neurotransmitter Agents","D018377"
"DB00434","Piperidines","D010880"
"DB00434","Potential QTc-Prolonging Agents",NA
"DB00434","QTc Prolonging Agents",NA
"DB00434","Serotonin 5-HT2 Receptor Antagonists","D058830"
"DB00434","Serotonin Agents","D018490"
"DB00434","Serotonin Receptor Antagonists","D012702"
"DB00434","UGT1A3 substrates",NA
"DB00435","Anions","D000838"
"DB00435","Anti-Asthmatic Agents","D018927"
"DB00435","Antioxidants","D000975"
"DB00435","Autonomic Agents","D001337"
"DB00435","Bronchodilator Agents","D001993"
"DB00435","Cardiovascular Agents","D002317"
"DB00435","Compounds used in a research, industrial, or household setting","D020313"
"DB00435","Cytochrome P-450 CYP1A2 Inhibitors","D065609"
"DB00435","Cytochrome P-450 CYP1A2 Inhibitors (unknown strength)",NA
"DB00435","Cytochrome P-450 CYP2B6 Inhibitors","D065686"
"DB00435","Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)",NA
"DB00435","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB00435","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB00435","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB00435","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB00435","Drugs that are Mainly Renally Excreted",NA
"DB00435","Electrolytes","D004573"
"DB00435","Endothelium-Dependent Relaxing Factors","D045462"
"DB00435","Free Radical Scavengers","D016166"
"DB00435","Free Radicals","D005609"
"DB00435","Gases","D005740"
"DB00435","Gasotransmitters","D064426"
"DB00435","Hypotensive Agents",NA
"DB00435","Ions","D007477"
"DB00435","Methemoglobinemia Associated Agents",NA
"DB00435","Neurotransmitter Agents","D018377"
"DB00435","Nitrates and Nitrites",NA
"DB00435","Nitrogen Compounds","D017672"
"DB00435","Nitrogen Oxides","D009589"
"DB00435","Nitroso Compounds","D009603"
"DB00435","Oxides","D010087"
"DB00435","Oxygen Compounds","D017601"
"DB00435","Peripheral Nervous System Agents","D018373"
"DB00435","Protective Agents","D020011"
"DB00435","Reactive Nitrogen Species","D026361"
"DB00435","Respiratory System Agents","D019141"
"DB00435","Vasodilating Agents","D014665"
"DB00436","Amides","D000577"
"DB00436","Antihypertensive Agents","D000959"
"DB00436","Benzothiadiazines","D001581"
"DB00436","Bradycardia-Causing Agents",NA
"DB00436","Cardiovascular Agents","D002317"
"DB00436","Diuretics","D004232"
"DB00436","Genito Urinary System and Sex Hormones",NA
"DB00436","Gynecological Antiinfectives and Antiseptics",NA
"DB00436","Hyperglycemia-Associated Agents",NA
"DB00436","Hypotensive Agents",NA
"DB00436","Increased Diuresis",NA
"DB00436","Low-Ceiling Diuretics and Potassium-Sparing Agents",NA
"DB00436","Membrane Transport Modulators","D049990"
"DB00436","Natriuretic Agents","D045283"
"DB00436","Sodium Chloride Symporter Inhibitors","D049993"
"DB00436","Sulfonamides","D013449"
"DB00436","Sulfones","D013450"
"DB00436","Sulfur Compounds","D013457"
"DB00436","Thiazides","D049971"
"DB00437","Antigout Preparations","D006074"
"DB00437","Antimetabolites","D000963"
"DB00437","Antioxidants","D000975"
"DB00437","BCRP/ABCG2 Substrates",NA
"DB00437","Drugs that are Mainly Renally Excreted",NA
"DB00437","Enzyme Inhibitors","D004791"
"DB00437","Free Radical Scavengers","D016166"
"DB00437","Musculo-Skeletal System",NA
"DB00437","OAT3/SLC22A8 Substrates",NA
"DB00437","Preparations Inhibiting Uric Acid Production",NA
"DB00437","Protective Agents","D020011"
"DB00437","Purines","D011687"
"DB00437","Uricosuric Agents","D014528"
"DB00437","Xanthine Oxidase Inhibitors",NA
"DB00438","Amides","D000577"
"DB00438","Anti-Bacterial Agents","D000900"
"DB00438","Anti-Infective Agents","D000890"
"DB00438","Antibacterials for Systemic Use",NA
"DB00438","Antiinfectives for Systemic Use",NA
"DB00438","Aza Compounds","D001372"
"DB00438","Azabicyclo Compounds","D053961"
"DB00438","beta-Lactams","D047090"
"DB00438","Cephaloridine","D002509"
"DB00438","Cephalosporins","D002511"
"DB00438","Drugs that are Mainly Renally Excreted",NA
"DB00438","Lactams","D007769"
"DB00438","Nephrotoxic agents",NA
"DB00438","OAT1/SLC22A6 inhibitors",NA
"DB00438","Sulfur Compounds","D013457"
"DB00438","Thiazines","D013843"
"DB00438","Third-Generation Cephalosporins",NA
"DB00439","Agents Causing Muscle Toxicity",NA
"DB00439","Anticholesteremic Agents","D000924"
"DB00439","BCRP/ABCG2 Substrates",NA
"DB00439","BSEP/ABCB11 Substrates",NA
"DB00439","Cytochrome P-450 CYP2B6 Inducers","D065695"
"DB00439","Cytochrome P-450 CYP2B6 Inducers (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP2C8 Inhibitors","D065687"
"DB00439","Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP2C8 Substrates",NA
"DB00439","Cytochrome P-450 CYP2C9 Inhibitors","D065688"
"DB00439","Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP2D6 Inhibitors","D065690"
"DB00439","Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP3A Inducers","D065701"
"DB00439","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB00439","Cytochrome P-450 CYP3A Substrates",NA
"DB00439","Cytochrome P-450 CYP3A4 Inducers","D065701"
"DB00439","Cytochrome P-450 CYP3A4 Inducers (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB00439","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP3A4 Substrates",NA
"DB00439","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB00439","Cytochrome P-450 CYP3A5 Substrates",NA
"DB00439","Cytochrome P-450 CYP3A7 Substrates",NA
"DB00439","Cytochrome P-450 Enzyme Inducers","D065693"
"DB00439","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB00439","Enzyme Inhibitors","D004791"
"DB00439","Hydroxymethylglutaryl-CoA Reductase Inhibitors","D019161"
"DB00439","Hypolipidemic Agents","D000960"
"DB00439","Lipid Modifying Agents",NA
"DB00439","Lipid Modifying Agents, Plain",NA
"DB00439","Lipid Regulating Agents","D057847"
"DB00439","Noxae","D009676"
"DB00439","OATP1B1/SLCO1B1 Inhibitors",NA
"DB00439","OATP1B1/SLCO1B1 Substrates",NA
"DB00439","P-glycoprotein/ABCB1 Substrates",NA
"DB00439","Toxic Actions","D004786"
"DB00439","UGT1A1 Substrates",NA
"DB00440","Agents causing hyperkalemia",NA
"DB00440","Agents Causing Muscle Toxicity",NA
"DB00440","Anti-Infective Agents","D000890"
"DB00440","Anti-Infective Agents, Urinary","D000892"
"DB00440","Antibacterials for Systemic Use",NA
"DB00440","Antiinfectives for Systemic Use",NA
"DB00440","Antimycobacterials",NA
"DB00440","Antiparasitic Agents","D000977"
"DB00440","Antiprotozoals","D000981"
"DB00440","Chemically-Induced Disorders","D064419"
"DB00440","Cytochrome P-450 CYP2C8 Inhibitors","D065687"
"DB00440","Cytochrome P-450 CYP2C8 Inhibitors (moderate)",NA
"DB00440","Cytochrome P-450 CYP2C8 Substrates",NA
"DB00440","Cytochrome P-450 CYP2C9 Substrates",NA
"DB00440","Cytochrome P-450 CYP3A Substrates",NA
"DB00440","Cytochrome P-450 CYP3A4 Substrates",NA
"DB00440","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB00440","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB00440","Drugs for Treatment of Tuberculosis",NA
"DB00440","Drugs that are Mainly Renally Excreted",NA
"DB00440","Enzyme Inhibitors","D004791"
"DB00440","Folic Acid Antagonists","D005493"
"DB00440","OCT2 Inhibitors",NA
"DB00440","P-glycoprotein/ABCB1 Inducers",NA
"DB00440","P-glycoprotein/ABCB1 Inhibitors",NA
"DB00440","Potential QTc-Prolonging Agents",NA
"DB00440","Pyrimidines","D011743"
"DB00440","QTc Prolonging Agents",NA
"DB00440","Renal Agents","D012076"
"DB00440","Trimethoprim and Derivatives",NA
"DB00441","Anti-Infective Agents","D000890"
"DB00441","Antimetabolites","D000963"
"DB00441","Antimetabolites, Antineoplastic","D000964"
"DB00441","Antineoplastic Agents","D000970"
"DB00441","Antineoplastic and Immunomodulating Agents",NA
"DB00441","Carbohydrates","D002241"
"DB00441","Cytidine","D003562"
"DB00441","Deoxyribonucleosides","D003853"
"DB00441","Drugs that are Mainly Renally Excreted",NA
"DB00441","Enzyme Inhibitors","D004791"
"DB00441","Glycosides","D006027"
"DB00441","Immunologic Factors","D007155"
"DB00441","Immunosuppressive Agents","D007166"
"DB00441","Myelosuppressive Agents",NA
"DB00441","Noxae","D009676"
"DB00441","Nucleic Acid Synthesis Inhibitors","D019384"
"DB00441","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB00441","Nucleoside Metabolic Inhibitor",NA
"DB00441","Nucleosides","D009705"
"DB00441","P-glycoprotein/ABCB1 Substrates",NA
"DB00441","Pyrimidine Analogues",NA
"DB00441","Pyrimidine Nucleosides","D011741"
"DB00441","Pyrimidines","D011743"
"DB00441","Radiation-Sensitizing Agents","D011838"
"DB00441","Ribonucleosides","D012263"
"DB00441","Ribonucleotide Reductases, antagonists & inhibitors",NA
"DB00441","Toxic Actions","D004786"
"DB00442","Anti-Infective Agents","D000890"
"DB00442","Antiinfectives for Systemic Use",NA
"DB00442","Antiviral Agents","D000998"
"DB00442","Antivirals for Systemic Use",NA
"DB00442","Cytochrome P-450 CYP1A2 Substrates",NA
"DB00442","Direct Acting Antivirals",NA
"DB00442","Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor",NA
"DB00442","Nucleoside and Nucleotide Reverse Transcriptase Inhibitors",NA
"DB00442","Nucleoside Reverse Transcriptase Inhibitors","D016047"
"DB00442","Nucleosides and Nucleotides",NA
"DB00442","Purines","D011687"
"DB00442","Purinones","D011688"
"DB00443","Adrenal Cortex Hormones","D000305"
"DB00443","Adrenals",NA
"DB00443","Agents Causing Muscle Toxicity",NA
"DB00443","Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use",NA
"DB00443","Alimentary Tract and Metabolism",NA
"DB00443","Anti-Asthmatic Agents","D018927"
"DB00443","Anti-Inflammatory Agents","D000893"
"DB00443","Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents",NA
"DB00443","Betamethasone","D001623"
"DB00443","Corticosteroid Hormone Receptor Agonists",NA
"DB00443","Corticosteroids","D000305"
"DB00443","Corticosteroids Acting Locally",NA
"DB00443","Corticosteroids for Systemic Use",NA
"DB00443","Corticosteroids for Systemic Use, Plain",NA
"DB00443","Corticosteroids, Dermatological Preparations",NA
"DB00443","Corticosteroids, Potent (Group III)",NA
"DB00443","Cytochrome P-450 CYP3A Inducers","D065701"
"DB00443","Cytochrome P-450 CYP3A Substrates",NA
"DB00443","Cytochrome P-450 CYP3A4 Inducers","D065701"
"DB00443","Cytochrome P-450 CYP3A4 Inducers (strength unknown)",NA
"DB00443","Cytochrome P-450 CYP3A4 Substrates",NA
"DB00443","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB00443","Cytochrome P-450 Enzyme Inducers","D065693"
"DB00443","Dermatologicals","D003879"
"DB00443","Drugs for Obstructive Airway Diseases",NA
"DB00443","Glucocorticoids","D005938"
"DB00443","Hormones","D006728"
"DB00443","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB00443","Hyperglycemia-Associated Agents",NA
"DB00443","Immunosuppressive Agents","D007166"
"DB00443","Intestinal Antiinflammatory Agents",NA
"DB00443","Nasal Preparations",NA
"DB00443","Ophthalmological and Otological Preparations",NA
"DB00443","Ophthalmologicals",NA
"DB00443","Otologicals",NA
"DB00443","P-glycoprotein/ABCB1 Substrates",NA
"DB00443","Pregnadienes","D011245"
"DB00443","Pregnadienetriols","D011246"
"DB00443","Pregnanes","D011278"
"DB00443","Respiratory System Agents","D019141"
"DB00443","Sensory Organs",NA
"DB00443","Steroids","D013256"
"DB00443","Steroids, Fluorinated","D013259"
"DB00443","Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",NA
"DB00443","Vasoprotectives",NA
"DB00444","Antineoplastic Agents","D000970"
"DB00444","Antineoplastic and Immunomodulating Agents",NA
"DB00444","BCRP/ABCG2 Substrates",NA
"DB00444","Carbohydrates","D002241"
"DB00444","Cardiotoxic antineoplastic agents",NA
"DB00444","Cytochrome P-450 CYP2C9 Inhibitors","D065688"
"DB00444","Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)",NA
"DB00444","Cytochrome P-450 CYP2C9 Inhibitors (weak)",NA
"DB00444","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB00444","Cytochrome P-450 CYP3A Substrates",NA
"DB00444","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB00444","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB00444","Cytochrome P-450 CYP3A4 Substrates",NA
"DB00444","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB00444","Cytochrome P-450 CYP3A5 Substrates",NA
"DB00444","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB00444","Enzyme Inhibitors","D004791"
"DB00444","Glucosides","D005960"
"DB00444","Glycosides","D006027"
"DB00444","Immunosuppressive Agents","D007166"
"DB00444","Myelosuppressive Agents",NA
"DB00444","Neurotoxic agents",NA
"DB00444","P-glycoprotein/ABCB1 Substrates",NA
"DB00444","Podophyllotoxin Derivatives",NA
"DB00444","Topoisomerase II Inhibitors","D059005"
"DB00444","Topoisomerase Inhibitors","D059003"
"DB00445","Anthracycline Topoisomerase Inhibitor",NA
"DB00445","Anthracyclines","D018943"
"DB00445","Anthracyclines and Related Substances",NA
"DB00445","Antibiotics, Antineoplastic","D000903"
"DB00445","Antineoplastic Agents","D000970"
"DB00445","Antineoplastic and Immunomodulating Agents",NA
"DB00445","Carbohydrates","D002241"
"DB00445","Cardiotoxic antineoplastic agents",NA
"DB00445","Cytotoxic Antibiotics and Related Substances",NA
"DB00445","Daunorubicin","D003630"
"DB00445","Doxorubicin","D004317"
"DB00445","Enzyme Inhibitors","D004791"
"DB00445","Glycosides","D006027"
"DB00445","Immunosuppressive Agents","D007166"
"DB00445","Myelosuppressive Agents",NA
"DB00445","Naphthacenes","D009279"
"DB00445","Topoisomerase II Inhibitors","D059005"
"DB00445","Topoisomerase Inhibitors","D059003"
"DB00445","UGT2B7 substrates",NA
"DB00446","Alcohols","D000438"
"DB00446","Amphenicols",NA
"DB00446","Anti-Acne Preparations",NA
"DB00446","Anti-Acne Preparations for Topical Use",NA
"DB00446","Anti-Bacterial Agents","D000900"
"DB00446","Anti-Infective Agents","D000890"
"DB00446","Antibacterials for Systemic Use",NA
"DB00446","Antibiotics for Topical Use",NA
"DB00446","Antiinfectives for Systemic Use",NA
"DB00446","Antiinfectives for Treatment of Acne",NA
"DB00446","Benzene Derivatives","D001555"
"DB00446","Chloramphenicol","D002701"
"DB00446","Cytochrome P-450 CYP2C19 Inhibitors","D065689"
"DB00446","Cytochrome P-450 CYP2C19 Inhibitors (strong)",NA
"DB00446","Cytochrome P-450 CYP2C8 Inhibitors","D065687"
"DB00446","Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)",NA
"DB00446","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB00446","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB00446","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB00446","Cytochrome P-450 CYP3A5 Inhibitors","D065692"
"DB00446","Cytochrome P-450 CYP3A5 Inhibitors (strength unknown)",NA
"DB00446","Cytochrome P-450 CYP3A7 Inhibitors","D065692"
"DB00446","Cytochrome P-450 CYP3A7 Inhibitors (strength unknown)",NA
"DB00446","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB00446","Dermatologicals","D003879"
"DB00446","Enzyme Inhibitors","D004791"
"DB00446","Genito Urinary System and Sex Hormones",NA
"DB00446","Glycols","D006018"
"DB00446","Gynecological Antiinfectives and Antiseptics",NA
"DB00446","Immunosuppressive Agents","D007166"
"DB00446","Myelosuppressive Agents",NA
"DB00446","Nitro Compounds","D009574"
"DB00446","Nitrobenzenes","D009578"
"DB00446","OAT1/SLC22A6 inhibitors",NA
"DB00446","Ophthalmological and Otological Preparations",NA
"DB00446","Ophthalmologicals",NA
"DB00446","Otologicals",NA
"DB00446","Propylene Glycols","D011409"
"DB00446","Protein Synthesis Inhibitors","D011500"
"DB00446","Sensory Organs",NA
"DB00447","Amides","D000577"
"DB00447","Anti-Bacterial Agents","D000900"
"DB00447","Anti-Infective Agents","D000890"
"DB00447","Antibacterials for Systemic Use",NA
"DB00447","Antiinfectives for Systemic Use",NA
"DB00447","Aza Compounds","D001372"
"DB00447","Azabicyclo Compounds","D053961"
"DB00447","beta-Lactams","D047090"
"DB00447","Cephalosporins","D002511"
"DB00447","Lactams","D007769"
"DB00447","Nephrotoxic agents",NA
"DB00447","Second-Generation Cephalosporins",NA
"DB00447","Sulfur Compounds","D013457"
"DB00447","Thiazines","D013843"
"DB00448","Acid Reducers",NA
"DB00448","Alimentary Tract and Metabolism",NA
"DB00448","Anti-Ulcer Agents","D000897"
"DB00448","BCRP/ABCG2 Inhibitors",NA
"DB00448","Benzimidazoles","D001562"
"DB00448","Cytochrome P-450 CYP2C18 Substrates",NA
"DB00448","Cytochrome P-450 CYP2C19 Inhibitors","D065689"
"DB00448","Cytochrome P-450 CYP2C19 Inhibitors (strong)",NA
"DB00448","Cytochrome P-450 CYP2C19 Substrates",NA
"DB00448","Cytochrome P-450 CYP2C8 Substrates",NA
"DB00448","Cytochrome P-450 CYP2C9 Inducers","D065698"
"DB00448","Cytochrome P-450 CYP2C9 Inducers (strength unknown)",NA
"DB00448","Cytochrome P-450 CYP2C9 Inhibitors","D065688"
"DB00448","Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)",NA
"DB00448","Cytochrome P-450 CYP2C9 Substrates",NA
"DB00448","Cytochrome P-450 CYP2D6 Inhibitors","D065690"
"DB00448","Cytochrome P-450 CYP2D6 Inhibitors (weak)",NA
"DB00448","Cytochrome P-450 CYP3A Inducers","D065701"
"DB00448","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB00448","Cytochrome P-450 CYP3A Substrates",NA
"DB00448","Cytochrome P-450 CYP3A4 Inducers","D065701"
"DB00448","Cytochrome P-450 CYP3A4 Inducers (strength unknown)",NA
"DB00448","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB00448","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB00448","Cytochrome P-450 CYP3A4 Substrates",NA
"DB00448","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB00448","Cytochrome P-450 Enzyme Inducers","D065693"
"DB00448","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB00448","Drugs for Acid Related Disorders",NA
"DB00448","Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)",NA
"DB00448","Gastric Acid Lowering Agents",NA
"DB00448","Gastrointestinal Agents","D005765"
"DB00448","Inhibition Gastric Acid Secretion",NA
"DB00448","OAT3/SLC22A8 Inhibitors",NA
