"primary_key","synonym_Synonyms","language_Synonyms","coder_Synonyms"
"DB00770","Prostaglandin E1","english",NA
"DB00771","3-(2-Hydroxy-2,2-diphenyl-acetoxy)-1-methyl-1-azonia-bicyclo[2.2.2]octane","english",NA
"DB00771","3-hydroxy-1-methylquinuclidinium benzilate ester","english",NA
"DB00771","Bromure de Clidinium","french","inn"
"DB00771","Bromuro de clidinio","spanish","inn"
"DB00771","Clidinii Bromidum","latin","inn"
"DB00771","Clidinium bromid","german","inn"
"DB00771","N-methyl quinuclidinyl benzilate","english",NA
"DB00772","[(dimethoxyphosphinothioyl)thio]butanedioic acid diethyl ester","english",NA
"DB00772","Carbophos","english",NA
"DB00772","diethyl (dimethoxyphosphinothioylthio)succinate","english",NA
"DB00772","Karbofos","english",NA
"DB00772","Maldison","english",NA
"DB00772","Mercaptothion","english",NA
"DB00772","O,O-dimethyl S-(1,2-bis(ethoxycarbonyl)ethyl)","english",NA
"DB00772","O,O-dimethyl S-(1,2-dicarbethoxyethyl) dithiophosphate","english",NA
"DB00772","O,O-dimethyl S-(1,2-dicarbethoxyethyl)phosphorodithioate","english",NA
"DB00772","O,O-dimethyl S-1,2-di(ethoxycarbamyl)ethyl","english",NA
"DB00772","O,O-dimethyldithiophosphate diethylmercaptosuccinate","english",NA
"DB00773","(-)-etoposide","english",NA
"DB00773","4-demethylepipodophyllotoxin ß-D-ethylideneglucoside","english",NA
"DB00773","4'-Demethylepipodophyllotoxin 9-(4,6-O-(R)-ethylidene-beta-D-glucopyranoside)","english",NA
"DB00773","9-((4,6-O-Ethylidine-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,4-dimethyloxyphenyl)furo(3',4'':6,7)naptho-(2,3-d)-1,3-dioxol-6(5aH)-one","english",NA
"DB00773","Etoposide","english","inn/usan"
"DB00773","Etoposido","spanish","inn"
"DB00773","Etoposidum","latin","inn"
"DB00773","trans-Etoposide","english",NA
"DB00774","Dihydroflumethazide","english",NA
"DB00774","Hidroflumetiazid","german","inn"
"DB00774","Hidroflumetiazida","spanish","inn"
"DB00774","Hydrofluméthiazide","french","inn"
"DB00774","Hydroflumethiazide","english","inn"
"DB00774","Hydroflumethiazidum","latin","inn"
"DB00774","Idroflumetiazide","english","dcit"
"DB00774","Metforylthiadiazin","english",NA
"DB00775","(2S)-2-(butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid","english",NA
"DB00775","N-(Butylsulfonyl)-O-(4-(4-piperidyl)butyl)-L-tyrosine","english",NA
"DB00775","Tirofiban","english/french","inn/ban"
"DB00775","Tirofibán","spanish","inn"
"DB00775","Tirofibanum","latin","inn"
"DB00776","10,11-Dihydro-10-oxo-5H-dibenz(b,f)azepine-5-carboxamide","english",NA
"DB00776","OCBZ","english",NA
"DB00776","Oxcarbamazepine","english",NA
"DB00776","Oxcarbazepina","spanish","inn"
"DB00776","Oxcarbazepine","english","inn/usan"
"DB00776","Oxcarbazepinum","latin","inn"
"DB00777","10-(2-Dimethylaminopropyl)-2-propionylphenothiazine","english",NA
"DB00777","2-Propionyl-10-(2-(dimethylamino)propyl)phenothiazine","english",NA
"DB00777","3-Propionyl-10-dimethylaminoisopropylphenothiazine","english",NA
"DB00777","Propiomazin","german","inn"
"DB00777","Propiomazina","spanish","inn"
"DB00777","Propiomazine","english/french","inn/ban/usan"
"DB00777","Propiomazinum","latin","inn"
"DB00778","(9E)-erythromycin 9-(O-((2-methoxyethoxy)methyl)oxime)","english",NA
"DB00778","Roxithromycin","english","inn"
"DB00778","Roxithromycine","french","inn"
"DB00778","Roxithromycinum","latin","inn"
"DB00778","Roxitromicina","spanish","inn"
"DB00779","1-Aethyl-7-methyl-1,8-naphthyridin-4-on-3-karbonsaeure","german",NA
"DB00779","1-ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid","english",NA
"DB00779","1-ethyl-7-methyl-1,4-dihydro-1,8-naphthyridin-4-one-3-carboxylic acid","english",NA
"DB00779","1-Ethyl-7-methyl-4-oxo-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid","english",NA
"DB00779","1,4-dihydro-1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid","english",NA
"DB00779","3-carboxy-1-ethyl-7-methyl-1,8-naphthyridin-4-one","english",NA
"DB00779","Acide nalidixique","french","inn"
"DB00779","Acido nalidixico","spanish","inn"
"DB00779","Acidum nalidixicum","latin","inn"
"DB00779","Nalidixic acid","english","inn"
"DB00779","Nalidixinsäure","german","inn"
"DB00780","Fenelzina","spanish","inn"
"DB00780","Phenelzin","german","inn"
"DB00780","Phenelzine","english","inn"
"DB00780","Phénelzine","french","inn"
"DB00780","Phenelzinum","latin","inn"
"DB00782","Propantheline","english",NA
"DB00783","(17ß)-estra-1,3,5(10)-triene-3,17-diol","english",NA
"DB00783","17beta oestradiol","english",NA
"DB00783","17ß-estra-1,3,5(10)-triene-3,17-diol","english",NA
"DB00783","17ß-estradiol","english",NA
"DB00783","17ß-oestradiol","english",NA
"DB00783","beta-Estradiol","english",NA
"DB00783","cis-Estradiol","english",NA
"DB00783","Estradiol","english/spanish/french/german","inn"
"DB00783","Estradiol-17beta","english",NA
"DB00783","Estradiolum","latin","inn"
"DB00784","Acide méfénamique","french","inn/dcf"
"DB00784","ácido mefenámico","spanish","inn"
"DB00784","Acidum mefenamicum","latin","inn"
"DB00784","Mefenamic acid","english","inn/usan"
"DB00784","Mefenaminsäure","german","inn"
"DB00784","N-(2,3-xylyl)-2-aminobenzoic acid","english",NA
"DB00784","N-2,3-xylylanthranilic acid","english",NA
"DB00786","Marimastat","english","inn/usan"
"DB00787","Aciclovir","spanish","inn"
"DB00787","Aciclovirum","latin","inn"
"DB00787","Acycloguanosine","english",NA
"DB00787","Acyclovir","english","usan"
"DB00788","(+)-(S)-6-Methoxy-a-methyl-2-naphthaleneacetic acid","english",NA
"DB00788","(+)-(S)-Naproxen","english",NA
"DB00788","(+)-2-(6-Methoxy-2-naphthyl)propionic acid","english",NA
"DB00788","(+)-2-(Methoxy-2-naphthyl)-propionic acid","english",NA
"DB00788","(+)-2-(Methoxy-2-naphthyl)-propionsäure","german",NA
"DB00788","(+)-Naproxen","english",NA
"DB00788","(S)-(+)-2-(6-Methoxy-2-naphthyl)propionic acid","english",NA
"DB00788","(S)-(+)-Naproxen","english",NA
"DB00788","(S)-2-(6-Methoxy-2-naphthyl)propanoic acid","english",NA
"DB00788","(S)-2-(6-Methoxy-2-naphthyl)propionic acid","english",NA
"DB00788","(S)-6-Methoxy-alpha-methyl-2-naphthaleneacetic acid","english",NA
"DB00788","(S)-Naproxen","english",NA
"DB00788","Naprolag","english",NA
"DB00788","Naproxen","english/german","inn/usan"
"DB00788","Naproxène","french","inn"
"DB00788","Naproxeno","spanish","inn"
"DB00788","Naproxenum","latin","inn"
"DB00789","Acide gadopentetique","french",NA
"DB00789","ácido gadopentético","spanish",NA
"DB00789","Acidum gadopenteticum","latin",NA
"DB00789","Gadolinium diethylenetriamine pentaacetic acid","english",NA
"DB00789","Gadolinium DTPA","english",NA
"DB00789","Gadopentetate","english",NA
"DB00789","Gadopentetic acid","english","inn"
"DB00790","(2S,3aS,7aS)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1H-indole-2-carboxylic acid","english",NA
"DB00790","Perindopril","english","inn/usan"
"DB00790","Perindoprilum","latin","inn"
"DB00791","5-(di-2-chloroethyl)aminouracil","english",NA
"DB00791","5-[bis(2-chloroethyl)amino]-2,4(1H,3H)-pyrimidinedione","english",NA
"DB00791","5-[bis(2-chloroethyl)amino]uracil","english",NA
"DB00791","5-[di(ß-chloroethyl)amino]uracil","english",NA
"DB00791","5-aminouracil mustard","english",NA
"DB00791","5-N,N-bis(2-chloroethyl)aminouracil","english",NA
"DB00791","Aminouracil mustard","english",NA
"DB00791","Uracil mustard","english","usan"
"DB00791","Uracil nitrogen mustard","english",NA
"DB00791","Uramustina","spanish","inn"
"DB00791","Uramustine","english","inn"
"DB00791","Uramustinum","latin","inn"
"DB00792","Tripelennamin","german","inn"
"DB00792","Tripelennamina","spanish","inn"
"DB00792","Tripelennamine","english","inn"
"DB00792","Tripélennamine","french","inn"
"DB00792","Tripelennaminum","latin","inn"
"DB00793","Haloprogin","english","inn/jan/usan"
"DB00793","Haloprogina","spanish","inn"
"DB00793","Haloprogine","french","inn"
"DB00793","Haloproginum","latin","inn"
"DB00794","2-deoxyphenobarbital","english",NA
"DB00794","5-Phenyl-5-ethyl-Hexahydropyrimidine-4,6-dione","english",NA
"DB00794","Primidon","german","inn"
"DB00794","Primidona","spanish","inn"
"DB00794","Primidone","english/french","inn"
"DB00794","Primidonum","latin","inn"
"DB00795","2-Hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)benzoic acid","english",NA
"DB00795","2-Hydroxy-5-[4-(pyridin-2-ylsulfamoyl)-phenylazo]-benzoic acid","english",NA
"DB00795","4-(Pyridyl-2-amidosulfonyl)-3'-carboxy-4'-hydroxyazobenzene","english",NA
"DB00795","5-((p-(2-Pyridylsulfamoyl)phenyl)azo)salicylic acid","english",NA
"DB00795","5-(4-(2-Pyridylsulfamoyl)phenylazo)-2-hydroxybenzoic acid","english",NA
"DB00795","5-(p-(2-Pyridylsulfamyl)phenylazo)salicylic acid","english",NA
"DB00795","Azopyrin","english",NA
"DB00795","Salazosulfapiridina","spanish",NA
"DB00795","Salazosulfapyridine","english","jan"
"DB00795","Salazosulfapyridinum","latin",NA
"DB00795","Salicylazosulfapyridine","english",NA
"DB00795","Sulfasalazin","german","inn"
"DB00795","Sulfasalazina","spanish","inn"
"DB00795","Sulfasalazine","english","inn/usan"
"DB00795","Sulfasalazinum","latin","inn"
"DB00796","Candesartan cilexetil","english","usan"
"DB00797","2-Benzyl-2-imidazoline","english",NA
"DB00797","2-Benzyl-4,5-imidazoline","english",NA
"DB00797","2-Benzylimidazoline","english",NA
"DB00797","4,5-Dihydro-2-(phenylmethyl)-1H-imidazole","english",NA
"DB00797","Benzazoline","english",NA
"DB00797","Tolazolin","german","inn"
"DB00797","Tolazolina","spanish","inn"
"DB00797","Tolazoline","french","inn"
"DB00797","Tolazolinum","latin","inn"
"DB00798","Gentamicin","english","inn"
"DB00798","Gentamicina","spanish",NA
"DB00799","Tazarotene","english","inn/usan"
"DB00799","Tazarotène","french","inn"
"DB00799","Tazaroteno","spanish","inn"
"DB00799","Tazarotenum","latin","inn"
"DB00800","Fénoldopam","french","inn"
"DB00800","Fenoldopam","english/spanish/german","inn"
"DB00800","Fenoldopamum","latin","inn"
"DB00801","Halazépam","french","inn"
"DB00801","Halazepam","spanish/german",NA
"DB00801","Halazepamum","latin","inn"
"DB00802","Alfentanil","english","inn"
"DB00802","Alfentanilo","spanish",NA
"DB00802","Alfentanilum","latin","inn"
"DB00802","Alfentanyl","english",NA
"DB00802","N-(1-(2-(4-Ethyl-5-oxo-2-tetrazolin-1-yl)ethyl)-4-(methoxymethyl)-4-piperidyl)propionanilide","english",NA
"DB00803","Colistin","english/german","inn"
"DB00803","Colistina","spanish","inn"
"DB00803","Colistine","french","inn"
"DB00803","Colistinum","latin","inn"
"DB00803","Polymyxin E","english",NA
"DB00804","2-(diethylamino)ethyl 1-cyclohexylcyclohexanecarboxylate","english",NA
"DB00804","Bicyclohexyl-1-carboxylic acid 2-diethylamino-ethyl ester","english",NA
"DB00804","Dicicloverina","spanish","inn"
"DB00804","Dicyclomine","english","usan"
"DB00804","Dicycloverin","english",NA
"DB00804","Dicycloverine","english","inn"
"DB00804","Dicycloverinum","latin","inn"
"DB00805","4-(2-((4-Methyl-6-phenyl-3-pyridazinyl)amino)ethyl)morpholine","english",NA
"DB00805","4-Methyl-3-(2-morpholinoethylamino)-6-phenylpyridazin","english",NA
"DB00805","Minaprina","spanish","inn"
"DB00805","Minaprinum","latin","inn"
"DB00805","N-(4-Methyl-6-phenyl-3-pyridazinyl)-4-morpholineethanamine","english",NA
"DB00806","Oxpentifylline","english",NA
"DB00806","Pentoxifilina","spanish","inn"
"DB00806","Pentoxifyllin","german","inn"
"DB00806","Pentoxifylline","english/french","inn/usan"
"DB00806","Pentoxifyllinum","latin","inn"
"DB00807","Proximetacaina","spanish","inn"
"DB00807","Proxymetacaine","english","inn"
"DB00807","Proxymetacainum","latin","inn"
"DB00808","Indapamid","german","inn"
"DB00808","Indapamida","spanish","inn"
"DB00808","Indapamide","english/french","inn/usan"
"DB00808","Indapamidum","latin","inn"
"DB00808","Metindamide","english",NA
"DB00809","Tropicamid","german","inn"
"DB00809","Tropicamida","spanish","inn"
"DB00809","Tropicamide","english/french","inn/usan"
"DB00809","Tropicamidum","latin","inn"
"DB00810","1-Bicyclo[2.2.1]hept-5-en-2-yl-1-phenyl-3-piperidin-1-yl-propan-1-ol","english",NA
"DB00810","alpha-5-norbornen-2-yl-alpha-phenyl-1-piperidinepropanol","english",NA
"DB00810","alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol","english",NA
"DB00810","Biperiden","english","inn/jan/usp"
"DB00810","Biperidene","french","inn"
"DB00810","Biperideno","spanish","inn"
"DB00810","Biperidenum","latin","inn"
"DB00811","1-beta-D-Ribofuranosyl-1,2,4-triazole-3-carboxamide","english",NA
"DB00811","1-beta-D-Ribofuranosyl-1H-1,2,4-triazole-3-carboxamide","english",NA
"DB00811","RBV","english",NA
"DB00811","Ribavirin","english/german","inn/usan"
"DB00811","Ribavirina","spanish","inn"
"DB00811","Ribavirine","french","inn"
"DB00811","Ribavirinum","latin","inn"
"DB00811","Tribavirin","english",NA
"DB00812","3,5-Dioxo-1,2-diphenyl-4-n-butylpyrazolidine","english",NA
"DB00812","4-butyl-1,2-diphenyl-pyrazolidine-3,5-dione","english",NA
"DB00812","4-n-Butyl-1,2-diphenyl-3,5-pyrazolidinedione","english",NA
"DB00812","Fenilbutazona","spanish","inn"
"DB00812","Phenbutazone","english",NA
"DB00812","Phenylbutazon","german",NA
"DB00812","Phénylbutazone","french","inn"
"DB00812","Phenylbutazone","english","inn"
"DB00812","Phenylbutazonum","latin","inn"
"DB00813","1-Phenethyl-4-(N-phenylpropionamido)piperidine","english",NA
"DB00813","1-phenethyl-4-N-propionylanilinopiperidine","english",NA
"DB00813","Fentanil","english","dcit"
"DB00813","Fentanila","spanish",NA
"DB00813","Fentanilo","spanish","inn"
"DB00813","Fentanyl","english/french/german","inn/usan"
"DB00813","Fentanyl CII","english",NA
"DB00813","Fentanylum","latin","inn"
"DB00813","N-(1-phenethyl-4-piperidinyl)-N-phenylpropionamide","english",NA
"DB00813","N-(1-phenethyl-4-piperidyl)propionanilide","english",NA
"DB00813","N-(1-Phenethyl-piperidin-4-yl)-N-phenyl-propionamide","english",NA
"DB00813","N-(1-phenethylpiperidin-4-yl)-N-phenylpropionamide","english",NA
"DB00813","N-phenethyl-4-(N-propionylanilino)piperidine","english",NA
"DB00813","N-phenyl-N-(1-(2-phenylethyl)-4-piperidinyl)propanamide","english",NA
"DB00813","Phentanyl","english",NA
"DB00814","Méloxicam","french","inn"
"DB00814","Meloxicam","english/spanish","inn/usan"
"DB00814","Meloxicamum","latin","inn"
"DB00815","Laurylsiran sodny","czech",NA
"DB00815","NaDS","english",NA
"DB00815","Natrium laurylsulfuricum","latin",NA
"DB00815","SDS","english",NA
"DB00815","SLS","english",NA
"DB00815","Sodium dodecyl sulfate","english",NA
"DB00815","Sodium dodecyl sulphate","english",NA
"DB00815","Sodium dodecylsulfate","english",NA
"DB00815","Sodium laurilsulfate","english",NA
"DB00815","Sodium lauryl sulfate","english","jan"
"DB00815","Sodium lauryl sulphate","english",NA
"DB00816","Metaproterenol","english","usan"
"DB00816","Orciprenalina","spanish","inn"
"DB00816","Orciprenaline","english","inn"
"DB00816","Orciprenalinum","latin","inn"
"DB00817","1-ethyl-1,4-dihydro-4-oxo-7-(4-pyridyl)-3-quinolinecarboxylic acid","english",NA
"DB00817","Acrosoxacin","english","ban"
"DB00817","Rosoxacin","english/german","inn"
"DB00817","Rosoxacina","spanish","inn"
"DB00817","Rosoxacine","french","inn"
"DB00817","Rosoxacino","spanish",NA
"DB00817","Rosoxacinum","latin","inn"
"DB00818","2,6-bis(1-methylethyl)phenol","english",NA
"DB00818","2,6-Diisopropylphenol","english",NA
"DB00818","Propofol","english/spanish/french/german","inn/usan"
"DB00818","Propofolum","latin","inn"
"DB00819","2-acetylamino-1,3,4-thiadiazole-5-sulfonamide","english",NA
"DB00819","5-acetamido-1,3,4-thiadiazole-2-sulfonamide","english",NA
"DB00819","5-acetylamino-1,3,4-thiadiazole-2-sulfonamide","english",NA
"DB00819","Acetazolamid","german","inn"
"DB00819","Acetazolamida","spanish","inn"
"DB00819","Acétazolamide","french","inn"
"DB00819","Acetazolamide","english","inn"
"DB00819","Acetazolamidum","latin","inn"
"DB00819","N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide","english",NA
"DB00819","N-[5-(aminosulfonyl)-1,3,5-thiadiazol-2-yl]acetamide","english",NA
"DB00820","(6R-trans)-6-(1,3-Benzodioxol-5-yl)-2,3,6,7,12,12a-hexahydro-2-methyl-pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione","english",NA
"DB00820","(6R,12aR)-2,3,6,7,12,12a-Hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione","english",NA
"DB00820","Tadalafil","english","inn/usan"
"DB00820","Tadalafilo","spanish",NA
"DB00821","(+/-)-2-(3-chloro-9H-carbazol-7-yl)propanoic acid","english",NA
"DB00821","(±)-6-chloro-a-methylcarbazole-2-acetic acid","english",NA
"DB00821","2-(6-Chloro-9H-carbazol-2-yl)-propionic acid","english",NA
"DB00821","6-chloro-a-methyl-9H-carbazole-2-acetic acid","english",NA
"DB00821","Carprofen","english/german","inn"
"DB00821","Carprofène","french","inn"
"DB00821","Carprofeno","spanish","inn"
"DB00821","Carprofenum","latin","inn"
"DB00822","1,1'-dithiobis(N,N-diethylthioformamide)","english",NA
"DB00822","bis(diethylthiocarbamoyl) disulfide","english",NA
"DB00822","Disulfiram","english","inn"
"DB00822","N,N,N',N'-tetraethylthiuram disulfide","english",NA
"DB00822","Tetraethylthioperoxydicarbonic diamide","english",NA
"DB00822","Tetraethylthiuram disulfide","english",NA
"DB00822","Tetraethylthiuram disulphide","english",NA
"DB00823","17a-Ethynyl-19-norandrost-4-ene-3ß,17-beta-diol diacetate","english",NA
"DB00823","17a-Ethynyl-3,17-dihydroxy-4-estrene diacetate","english",NA
"DB00823","17a-Ethynyl-4-estrene-3ß,17ß-diol diacetate","english",NA
"DB00823","17a-Ethynylestr-4-ene-3ß,17ß-diol acetate","english",NA
"DB00823","19-Nor-17a-pregn-4-en-20-yne-3ß,17-diol diacetate","english",NA
"DB00823","3ß, 17ß-Diacetoxy-17a-ethynyl-4-oestrene","english",NA
"DB00823","3ß,17ß-Diacetoxy-19-nor-17a-pregn-4-en-20-yne","english",NA
"DB00823","Ethynodiol diacetate","english","usan"
"DB00823","Etynodiol acetate","english",NA
"DB00823","Etynodiol diacetate","english","inn"
"DB00824","3-n-propylxanthine","english",NA
"DB00824","3-Propyl-3,7-dihydro-purine-2,6-dione","english",NA
"DB00824","3-propylxanthine","english",NA
"DB00824","3,7-dihydro-3-propyl-1H-purine-2,6-dione","english",NA
"DB00824","Enprofilina","spanish","inn"
"DB00824","Enprofylline","english","inn/usan"
"DB00824","Enprofyllinum","latin","inn"
"DB00825","(-)-Menthol","english",NA
"DB00825","(-)-(1R,3R,4S)-menthol","english",NA
"DB00825","(-)-menthol","english",NA
"DB00825","(1alpha,2beta,5alpha)-5-methyl-2(1-methylethyl)cyclohexanol","english",NA
"DB00825","(1R-(1-a,2-ß,5-a))-5-methyl-2-(1-methylethyl)cyclohexanol","english",NA
"DB00825","(1R,3R,4S)-(-)-menthol","english",NA
"DB00825","L-menthol","english",NA
"DB00825","Levomenthol","english","inn"
"DB00825","Lévomenthol","french","inn"
"DB00825","Levomentholum","latin","inn"
"DB00825","Levomentol","spanish","inn"
"DB00825","Mentol","spanish",NA
"DB00826","Natamicina","spanish","inn"
"DB00826","Natamycin","english/german","inn/usan"
"DB00826","Natamycine","french","inn"
"DB00826","Natamycinum","latin","inn"
"DB00826","Pimaracin","english",NA
"DB00826","Pimaricin","english","jan"
"DB00827","1-ethyl-6,7-methylenedioxy-4(1H)-oxocinnoline-3-carboxylic acid","english",NA
"DB00827","5-Ethyl-8-oxo-5,8-dihydro-1,3-dioxa-5,6-diaza-cyclopenta[b]naphthalene-7-carboxylic acid","english",NA
"DB00827","Cinoxacin","english/german","inn"
"DB00827","Cinoxacine","french","inn"
"DB00827","Cinoxacino","spanish","inn"
"DB00827","Cinoxacinum","latin","inn"
"DB00828","(-)-(1R,2S)-(1,2-Epoxypropyl)phosphonic acid","english",NA
"DB00828","(1R,2S)-epoxypropylphosphonic acid","english",NA
"DB00828","(2R-cis)-(3-Methyloxiranyl)phosphonic acid","english",NA
"DB00828","1R-cis-(1,2-epoxypropyl)phosphonic acid","english",NA
"DB00828","cis-(1R,2S)-epoxypropylphosphonic acid","english",NA
